"filename", "language", "Markdown", "Ignore", "Properties", "JavaScript", "XML", "SCSS", "JavaScript JSX", "CSS", "JSON", "HTML", "Docker", "comment", "blank", "total"
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\services\roomService.js", "JavaScript", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 3, 34
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\services\roomServiceService.js", "JavaScript", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\services\userService.js", "JavaScript", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\actions\additionalsAction.js", "JavaScript", 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 4, 115
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\actions\bookingAction.js", "JavaScript", 0, 0, 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 8, 110
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\actions\dealAction.js", "JavaScript", 0, 0, 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 6, 107
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\actions\hotelSettingsAction.js", "JavaScript", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 6, 50
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\actions\rateAction.js", "JavaScript", 0, 0, 0, 67, 0, 0, 0, 0, 0, 0, 0, 0, 7, 74
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\actions\repairRoomAction.js", "JavaScript", 0, 0, 0, 93, 0, 0, 0, 0, 0, 0, 0, 0, 9, 102
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\actions\roomAction.js", "JavaScript", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 5, 73
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\actions\roomServiceService.js", "JavaScript", 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 5, 48
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\actions\userAction.js", "JavaScript", 0, 0, 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 9, 86
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\index.js", "JavaScript", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\reducers\additionalsReducer.js", "JavaScript", 0, 0, 0, 158, 0, 0, 0, 0, 0, 0, 0, 0, 11, 169
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\reducers\bookingReducer.js", "JavaScript", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 9, 99
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\reducers\dealReducer.js", "JavaScript", 0, 0, 0, 76, 0, 0, 0, 0, 0, 0, 0, 0, 8, 84
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\reducers\hotelSettingsReducer.js", "JavaScript", 0, 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 7, 69
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\reducers\rateReducer.js", "JavaScript", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 9, 99
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\reducers\repairRoomReducer.js", "JavaScript", 0, 0, 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 11, 131
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\reducers\roomReducer.js", "JavaScript", 0, 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 9, 99
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\reducers\roomServiceReducer.js", "JavaScript", 0, 0, 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 6, 69
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\src\store\reducers\userReducer.js", "JavaScript", 0, 0, 0, 103, 0, 0, 0, 0, 0, 0, 0, 0, 11, 114
"p:\Programming\NowDevelop\HotelBooking\hotel-booking-client-employee\vite.config.js", "JavaScript", 0, 0, 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 4, 35
"Total", "-", 0, 5, 37, 2579, 297, 808, 7835, 16987, 39126, 13, 14, 426, 4861, 72988
